trip_id,arrival_time,departure_time,stop_id,stop_sequence
TRIP_R_01_DIR0_2200,23:00:00,23:00:00,ST_100924,31
TRIP_R_01_DIR0_2200,23:02:00,23:02:00,ST_100925,32
TRIP_R_01_DIR0_2200,23:04:00,23:04:00,ST_1001980,33
TRIP_R_01_DIR0_2200,23:06:00,23:06:00,ST_100926,34
TRIP_R_01_DIR0_2200,23:08:00,23:08:00,ST_100927,35
TRIP_R_01_DIR0_2200,23:10:00,23:10:00,ST_1001138,36
TRIP_R_01_DIR0_2200,23:12:00,23:12:00,ST_1001699,37
TRIP_R_01_DIR1_0500,05:00:00,05:00:00,ST_1001699,1
TRIP_R_01_DIR1_0500,05:02:00,05:02:00,ST_1001138,2
TRIP_R_01_DIR1_0500,05:04:00,05:04:00,ST_100927,3
TRIP_R_01_DIR1_0500,05:06:00,05:06:00,ST_100926,4
TRIP_R_01_DIR1_0500,05:08:00,05:08:00,ST_1001980,5
TRIP_R_01_DIR1_0500,05:10:00,05:10:00,ST_100925,6
TRIP_R_01_DIR1_0500,05:12:00,05:12:00,ST_100924,7
TRIP_R_01_DIR1_0500,05:14:00,05:14:00,ST_100923,8
TRIP_R_01_DIR1_0500,05:16:00,05:16:00,ST_1001430,9
TRIP_R_01_DIR1_0500,05:18:00,05:18:00,ST_1001432,10
TRIP_R_01_DIR1_0500,05:20:00,05:20:00,ST_1001301,11
TRIP_R_01_DIR1_0500,05:22:00,05:22:00,ST_1001300,12
TRIP_R_01_DIR1_0500,05:24:00,05:24:00,ST_1001299,13
TRIP_R_01_DIR1_0500,05:26:00,05:26:00,ST_1001298,14
TRIP_R_01_DIR1_0500,05:28:00,05:28:00,ST_100806,15
TRIP_R_01_DIR1_0500,05:30:00,05:30:00,ST_100805,16
TRIP_R_01_DIR1_0500,05:32:00,05:32:00,ST_100804,17
TRIP_R_01_DIR1_0500,05:34:00,05:34:00,ST_100803,18
TRIP_R_01_DIR1_0500,05:36:00,05:36:00,ST_100802,19
TRIP_R_01_DIR1_0500,05:38:00,05:38:00,ST_1001431,20
TRIP_R_01_DIR1_0500,05:40:00,05:40:00,ST_1001167,21
TRIP_R_01_DIR1_0500,05:42:00,05:42:00,ST_1001166,22
TRIP_R_01_DIR1_0500,05:44:00,05:44:00,ST_100788,23
TRIP_R_01_DIR1_0500,05:46:00,05:46:00,ST_1001248,24
TRIP_R_01_DIR1_0500,05:48:00,05:48:00,ST_1001247,25
TRIP_R_01_DIR1_0500,05:50:00,05:50:00,ST_1001246,26
TRIP_R_01_DIR1_0500,05:52:00,05:52:00,ST_100124,27
TRIP_R_01_DIR1_0500,05:54:00,05:54:00,ST_1001296,28
TRIP_R_01_DIR1_0500,05:56:00,05:56:00,ST_100180,29
TRIP_R_01_DIR1_0500,05:58:00,05:58:00,ST_1001325,30
TRIP_R_01_DIR1_0500,06:00:00,06:00:00,ST_1001324,31
TRIP_R_01_DIR1_0500,06:02:00,06:02:00,ST_100412,32
TRIP_R_01_DIR1_0500,06:04:00,06:04:00,ST_1002685,33
TRIP_R_01_DIR1_0500,06:06:00,06:06:00,ST_1002792,34
TRIP_R_01_DIR1_0500,06:08:00,06:08:00,ST_1002686,35
TRIP_R_01_DIR1_0500,06:10:00,06:10:00,ST_1001277,36
TRIP_R_01_DIR1_0500,06:12:00,06:12:00,ST_1001629,37
TRIP_R_01_DIR1_0510,05:10:00,05:10:00,ST_1001699,1
TRIP_R_01_DIR1_0510,05:12:00,05:12:00,ST_1001138,2
TRIP_R_01_DIR1_0510,05:14:00,05:14:00,ST_100927,3
TRIP_R_01_DIR1_0510,05:16:00,05:16:00,ST_100926,4
TRIP_R_01_DIR1_0510,05:18:00,05:18:00,ST_1001980,5
TRIP_R_01_DIR1_0510,05:20:00,05:20:00,ST_100925,6
TRIP_R_01_DIR1_0510,05:22:00,05:22:00,ST_100924,7
TRIP_R_01_DIR1_0510,05:24:00,05:24:00,ST_100923,8
TRIP_R_01_DIR1_0510,05:26:00,05:26:00,ST_1001430,9
TRIP_R_01_DIR1_0510,05:28:00,05:28:00,ST_1001432,10
TRIP_R_01_DIR1_0510,05:30:00,05:30:00,ST_1001301,11
TRIP_R_01_DIR1_0510,05:32:00,05:32:00,ST_1001300,12
TRIP_R_01_DIR1_0510,05:34:00,05:34:00,ST_1001299,13
TRIP_R_01_DIR1_0510,05:36:00,05:36:00,ST_1001298,14
TRIP_R_01_DIR1_0510,05:38:00,05:38:00,ST_100806,15
TRIP_R_01_DIR1_0510,05:40:00,05:40:00,ST_100805,16
TRIP_R_01_DIR1_0510,05:42:00,05:42:00,ST_100804,17
TRIP_R_01_DIR1_0510,05:44:00,05:44:00,ST_100803,18
TRIP_R_01_DIR1_0510,05:46:00,05:46:00,ST_100802,19
TRIP_R_01_DIR1_0510,05:48:00,05:48:00,ST_1001431,20
TRIP_R_01_DIR1_0510,05:50:00,05:50:00,ST_1001167,21
TRIP_R_01_DIR1_0510,05:52:00,05:52:00,ST_1001166,22
TRIP_R_01_DIR1_0510,05:54:00,05:54:00,ST_100788,23
TRIP_R_01_DIR1_0510,05:56:00,05:56:00,ST_1001248,24
TRIP_R_01_DIR1_0510,05:58:00,05:58:00,ST_1001247,25
TRIP_R_01_DIR1_0510,06:00:00,06:00:00,ST_1001246,26
TRIP_R_01_DIR1_0510,06:02:00,06:02:00,ST_100124,27
TRIP_R_01_DIR1_0510,06:04:00,06:04:00,ST_1001296,28
TRIP_R_01_DIR1_0510,06:06:00,06:06:00,ST_100180,29
TRIP_R_01_DIR1_0510,06:08:00,06:08:00,ST_1001325,30
TRIP_R_01_DIR1_0510,06:10:00,06:10:00,ST_1001324,31
TRIP_R_01_DIR1_0510,06:12:00,06:12:00,ST_100412,32
TRIP_R_01_DIR1_0510,06:14:00,06:14:00,ST_1002685,33
TRIP_R_01_DIR1_0510,06:16:00,06:16:00,ST_1002792,34
TRIP_R_01_DIR1_0510,06:18:00,06:18:00,ST_1002686,35
TRIP_R_01_DIR1_0510,06:20:00,06:20:00,ST_1001277,36
TRIP_R_01_DIR1_0510,06:22:00,06:22:00,ST_1001629,37
TRIP_R_01_DIR1_0520,05:20:00,05:20:00,ST_1001699,1
TRIP_R_01_DIR1_0520,05:22:00,05:22:00,ST_1001138,2
TRIP_R_01_DIR1_0520,05:24:00,05:24:00,ST_100927,3
TRIP_R_01_DIR1_0520,05:26:00,05:26:00,ST_100926,4
TRIP_R_01_DIR1_0520,05:28:00,05:28:00,ST_1001980,5
TRIP_R_01_DIR1_0520,05:30:00,05:30:00,ST_100925,6
TRIP_R_01_DIR1_0520,05:32:00,05:32:00,ST_100924,7
TRIP_R_01_DIR1_0520,05:34:00,05:34:00,ST_100923,8
TRIP_R_01_DIR1_0520,05:36:00,05:36:00,ST_1001430,9
TRIP_R_01_DIR1_0520,05:38:00,05:38:00,ST_1001432,10
TRIP_R_01_DIR1_0520,05:40:00,05:40:00,ST_1001301,11
TRIP_R_01_DIR1_0520,05:42:00,05:42:00,ST_1001300,12
TRIP_R_01_DIR1_0520,05:44:00,05:44:00,ST_1001299,13
TRIP_R_01_DIR1_0520,05:46:00,05:46:00,ST_1001298,14
TRIP_R_01_DIR1_0520,05:48:00,05:48:00,ST_100806,15
TRIP_R_01_DIR1_0520,05:50:00,05:50:00,ST_100805,16
TRIP_R_01_DIR1_0520,05:52:00,05:52:00,ST_100804,17
TRIP_R_01_DIR1_0520,05:54:00,05:54:00,ST_100803,18
TRIP_R_01_DIR1_0520,05:56:00,05:56:00,ST_100802,19
TRIP_R_01_DIR1_0520,05:58:00,05:58:00,ST_1001431,20
TRIP_R_01_DIR1_0520,06:00:00,06:00:00,ST_1001167,21
TRIP_R_01_DIR1_0520,06:02:00,06:02:00,ST_1001166,22
TRIP_R_01_DIR1_0520,06:04:00,06:04:00,ST_100788,23
TRIP_R_01_DIR1_0520,06:06:00,06:06:00,ST_1001248,24
TRIP_R_01_DIR1_0520,06:08:00,06:08:00,ST_1001247,25
TRIP_R_01_DIR1_0520,06:10:00,06:10:00,ST_1001246,26
TRIP_R_01_DIR1_0520,06:12:00,06:12:00,ST_100124,27
TRIP_R_01_DIR1_0520,06:14:00,06:14:00,ST_1001296,28
TRIP_R_01_DIR1_0520,06:16:00,06:16:00,ST_100180,29
TRIP_R_01_DIR1_0520,06:18:00,06:18:00,ST_1001325,30
TRIP_R_01_DIR1_0520,06:20:00,06:20:00,ST_1001324,31
TRIP_R_01_DIR1_0520,06:22:00,06:22:00,ST_100412,32
TRIP_R_01_DIR1_0520,06:24:00,06:24:00,ST_1002685,33
TRIP_R_01_DIR1_0520,06:26:00,06:26:00,ST_1002792,34
TRIP_R_01_DIR1_0520,06:28:00,06:28:00,ST_1002686,35
TRIP_R_01_DIR1_0520,06:30:00,06:30:00,ST_1001277,36
TRIP_R_01_DIR1_0520,06:32:00,06:32:00,ST_1001629,37
TRIP_R_01_DIR1_0530,05:30:00,05:30:00,ST_1001699,1
TRIP_R_01_DIR1_0530,05:32:00,05:32:00,ST_1001138,2
TRIP_R_01_DIR1_0530,05:34:00,05:34:00,ST_100927,3
TRIP_R_01_DIR1_0530,05:36:00,05:36:00,ST_100926,4
TRIP_R_01_DIR1_0530,05:38:00,05:38:00,ST_1001980,5
TRIP_R_01_DIR1_0530,05:40:00,05:40:00,ST_100925,6
TRIP_R_01_DIR1_0530,05:42:00,05:42:00,ST_100924,7
TRIP_R_01_DIR1_0530,05:44:00,05:44:00,ST_100923,8
TRIP_R_01_DIR1_0530,05:46:00,05:46:00,ST_1001430,9
TRIP_R_01_DIR1_0530,05:48:00,05:48:00,ST_1001432,10
TRIP_R_01_DIR1_0530,05:50:00,05:50:00,ST_1001301,11
TRIP_R_01_DIR1_0530,05:52:00,05:52:00,ST_1001300,12
TRIP_R_01_DIR1_0530,05:54:00,05:54:00,ST_1001299,13
TRIP_R_01_DIR1_0530,05:56:00,05:56:00,ST_1001298,14
TRIP_R_01_DIR1_0530,05:58:00,05:58:00,ST_100806,15
TRIP_R_01_DIR1_0530,06:00:00,06:00:00,ST_100805,16
TRIP_R_01_DIR1_0530,06:02:00,06:02:00,ST_100804,17
TRIP_R_01_DIR1_0530,06:04:00,06:04:00,ST_100803,18
TRIP_R_01_DIR1_0530,06:06:00,06:06:00,ST_100802,19
TRIP_R_01_DIR1_0530,06:08:00,06:08:00,ST_1001431,20
TRIP_R_01_DIR1_0530,06:10:00,06:10:00,ST_1001167,21
TRIP_R_01_DIR1_0530,06:12:00,06:12:00,ST_1001166,22
TRIP_R_01_DIR1_0530,06:14:00,06:14:00,ST_100788,23
TRIP_R_01_DIR1_0530,06:16:00,06:16:00,ST_1001248,24
TRIP_R_01_DIR1_0530,06:18:00,06:18:00,ST_1001247,25
TRIP_R_01_DIR1_0530,06:20:00,06:20:00,ST_1001246,26
TRIP_R_01_DIR1_0530,06:22:00,06:22:00,ST_100124,27
TRIP_R_01_DIR1_0530,06:24:00,06:24:00,ST_1001296,28
TRIP_R_01_DIR1_0530,06:26:00,06:26:00,ST_100180,29
TRIP_R_01_DIR1_0530,06:28:00,06:28:00,ST_1001325,30
TRIP_R_01_DIR1_0530,06:30:00,06:30:00,ST_1001324,31
TRIP_R_01_DIR1_0530,06:32:00,06:32:00,ST_100412,32
TRIP_R_01_DIR1_0530,06:34:00,06:34:00,ST_1002685,33
TRIP_R_01_DIR1_0530,06:36:00,06:36:00,ST_1002792,34
TRIP_R_01_DIR1_0530,06:38:00,06:38:00,ST_1002686,35
TRIP_R_01_DIR1_0530,06:40:00,06:40:00,ST_1001277,36
TRIP_R_01_DIR1_0530,06:42:00,06:42:00,ST_1001629,37
TRIP_R_01_DIR1_0540,05:40:00,05:40:00,ST_1001699,1
TRIP_R_01_DIR1_0540,05:42:00,05:42:00,ST_1001138,2
TRIP_R_01_DIR1_0540,05:44:00,05:44:00,ST_100927,3
TRIP_R_01_DIR1_0540,05:46:00,05:46:00,ST_100926,4
TRIP_R_01_DIR1_0540,05:48:00,05:48:00,ST_1001980,5
TRIP_R_01_DIR1_0540,05:50:00,05:50:00,ST_100925,6
TRIP_R_01_DIR1_0540,05:52:00,05:52:00,ST_100924,7
TRIP_R_01_DIR1_0540,05:54:00,05:54:00,ST_100923,8
TRIP_R_01_DIR1_0540,05:56:00,05:56:00,ST_1001430,9
TRIP_R_01_DIR1_0540,05:58:00,05:58:00,ST_1001432,10
TRIP_R_01_DIR1_0540,06:00:00,06:00:00,ST_1001301,11
TRIP_R_01_DIR1_0540,06:02:00,06:02:00,ST_1001300,12
TRIP_R_01_DIR1_0540,06:04:00,06:04:00,ST_1001299,13
TRIP_R_01_DIR1_0540,06:06:00,06:06:00,ST_1001298,14
TRIP_R_01_DIR1_0540,06:08:00,06:08:00,ST_100806,15
TRIP_R_01_DIR1_0540,06:10:00,06:10:00,ST_100805,16
TRIP_R_01_DIR1_0540,06:12:00,06:12:00,ST_100804,17
TRIP_R_01_DIR1_0540,06:14:00,06:14:00,ST_100803,18
TRIP_R_01_DIR1_0540,06:16:00,06:16:00,ST_100802,19
TRIP_R_01_DIR1_0540,06:18:00,06:18:00,ST_1001431,20
TRIP_R_01_DIR1_0540,06:20:00,06:20:00,ST_1001167,21
TRIP_R_01_DIR1_0540,06:22:00,06:22:00,ST_1001166,22
TRIP_R_01_DIR1_0540,06:24:00,06:24:00,ST_100788,23
TRIP_R_01_DIR1_0540,06:26:00,06:26:00,ST_1001248,24
TRIP_R_01_DIR1_0540,06:28:00,06:28:00,ST_1001247,25
TRIP_R_01_DIR1_0540,06:30:00,06:30:00,ST_1001246,26
TRIP_R_01_DIR1_0540,06:32:00,06:32:00,ST_100124,27
TRIP_R_01_DIR1_0540,06:34:00,06:34:00,ST_1001296,28
TRIP_R_01_DIR1_0540,06:36:00,06:36:00,ST_100180,29
TRIP_R_01_DIR1_0540,06:38:00,06:38:00,ST_1001325,30
TRIP_R_01_DIR1_0540,06:40:00,06:40:00,ST_1001324,31
TRIP_R_01_DIR1_0540,06:42:00,06:42:00,ST_100412,32
TRIP_R_01_DIR1_0540,06:44:00,06:44:00,ST_1002685,33
TRIP_R_01_DIR1_0540,06:46:00,06:46:00,ST_1002792,34
TRIP_R_01_DIR1_0540,06:48:00,06:48:00,ST_1002686,35
TRIP_R_01_DIR1_0540,06:50:00,06:50:00,ST_1001277,36
TRIP_R_01_DIR1_0540,06:52:00,06:52:00,ST_1001629,37
TRIP_R_01_DIR1_0550,05:50:00,05:50:00,ST_1001699,1
TRIP_R_01_DIR1_0550,05:52:00,05:52:00,ST_1001138,2
TRIP_R_01_DIR1_0550,05:54:00,05:54:00,ST_100927,3
TRIP_R_01_DIR1_0550,05:56:00,05:56:00,ST_100926,4
TRIP_R_01_DIR1_0550,05:58:00,05:58:00,ST_1001980,5
TRIP_R_01_DIR1_0550,06:00:00,06:00:00,ST_100925,6
TRIP_R_01_DIR1_0550,06:02:00,06:02:00,ST_100924,7
TRIP_R_01_DIR1_0550,06:04:00,06:04:00,ST_100923,8
TRIP_R_01_DIR1_0550,06:06:00,06:06:00,ST_1001430,9
TRIP_R_01_DIR1_0550,06:08:00,06:08:00,ST_1001432,10
TRIP_R_01_DIR1_0550,06:10:00,06:10:00,ST_1001301,11
TRIP_R_01_DIR1_0550,06:12:00,06:12:00,ST_1001300,12
TRIP_R_01_DIR1_0550,06:14:00,06:14:00,ST_1001299,13
TRIP_R_01_DIR1_0550,06:16:00,06:16:00,ST_1001298,14
TRIP_R_01_DIR1_0550,06:18:00,06:18:00,ST_100806,15
TRIP_R_01_DIR1_0550,06:20:00,06:20:00,ST_100805,16
TRIP_R_01_DIR1_0550,06:22:00,06:22:00,ST_100804,17
TRIP_R_01_DIR1_0550,06:24:00,06:24:00,ST_100803,18
TRIP_R_01_DIR1_0550,06:26:00,06:26:00,ST_100802,19
TRIP_R_01_DIR1_0550,06:28:00,06:28:00,ST_1001431,20
TRIP_R_01_DIR1_0550,06:30:00,06:30:00,ST_1001167,21
TRIP_R_01_DIR1_0550,06:32:00,06:32:00,ST_1001166,22
TRIP_R_01_DIR1_0550,06:34:00,06:34:00,ST_100788,23
TRIP_R_01_DIR1_0550,06:36:00,06:36:00,ST_1001248,24
TRIP_R_01_DIR1_0550,06:38:00,06:38:00,ST_1001247,25
TRIP_R_01_DIR1_0550,06:40:00,06:40:00,ST_1001246,26
TRIP_R_01_DIR1_0550,06:42:00,06:42:00,ST_100124,27
TRIP_R_01_DIR1_0550,06:44:00,06:44:00,ST_1001296,28
TRIP_R_01_DIR1_0550,06:46:00,06:46:00,ST_100180,29
TRIP_R_01_DIR1_0550,06:48:00,06:48:00,ST_1001325,30
TRIP_R_01_DIR1_0550,06:50:00,06:50:00,ST_1001324,31
TRIP_R_01_DIR1_0550,06:52:00,06:52:00,ST_100412,32
TRIP_R_01_DIR1_0550,06:54:00,06:54:00,ST_1002685,33
TRIP_R_01_DIR1_0550,06:56:00,06:56:00,ST_1002792,34
TRIP_R_01_DIR1_0550,06:58:00,06:58:00,ST_1002686,35
TRIP_R_01_DIR1_0550,07:00:00,07:00:00,ST_1001277,36
TRIP_R_01_DIR1_0550,07:02:00,07:02:00,ST_1001629,37
TRIP_R_01_DIR1_0600,06:00:00,06:00:00,ST_1001699,1
TRIP_R_01_DIR1_0600,06:02:00,06:02:00,ST_1001138,2
TRIP_R_01_DIR1_0600,06:04:00,06:04:00,ST_100927,3
TRIP_R_01_DIR1_0600,06:06:00,06:06:00,ST_100926,4
TRIP_R_01_DIR1_0600,06:08:00,06:08:00,ST_1001980,5
TRIP_R_01_DIR1_0600,06:10:00,06:10:00,ST_100925,6
TRIP_R_01_DIR1_0600,06:12:00,06:12:00,ST_100924,7
TRIP_R_01_DIR1_0600,06:14:00,06:14:00,ST_100923,8
TRIP_R_01_DIR1_0600,06:16:00,06:16:00,ST_1001430,9
TRIP_R_01_DIR1_0600,06:18:00,06:18:00,ST_1001432,10
TRIP_R_01_DIR1_0600,06:20:00,06:20:00,ST_1001301,11
TRIP_R_01_DIR1_0600,06:22:00,06:22:00,ST_1001300,12
TRIP_R_01_DIR1_0600,06:24:00,06:24:00,ST_1001299,13
TRIP_R_01_DIR1_0600,06:26:00,06:26:00,ST_1001298,14
TRIP_R_01_DIR1_0600,06:28:00,06:28:00,ST_100806,15
TRIP_R_01_DIR1_0600,06:30:00,06:30:00,ST_100805,16
TRIP_R_01_DIR1_0600,06:32:00,06:32:00,ST_100804,17
TRIP_R_01_DIR1_0600,06:34:00,06:34:00,ST_100803,18
TRIP_R_01_DIR1_0600,06:36:00,06:36:00,ST_100802,19
TRIP_R_01_DIR1_0600,06:38:00,06:38:00,ST_1001431,20
TRIP_R_01_DIR1_0600,06:40:00,06:40:00,ST_1001167,21
TRIP_R_01_DIR1_0600,06:42:00,06:42:00,ST_1001166,22
TRIP_R_01_DIR1_0600,06:44:00,06:44:00,ST_100788,23
TRIP_R_01_DIR1_0600,06:46:00,06:46:00,ST_1001248,24
TRIP_R_01_DIR1_0600,06:48:00,06:48:00,ST_1001247,25
TRIP_R_01_DIR1_0600,06:50:00,06:50:00,ST_1001246,26
TRIP_R_01_DIR1_0600,06:52:00,06:52:00,ST_100124,27
TRIP_R_01_DIR1_0600,06:54:00,06:54:00,ST_1001296,28
TRIP_R_01_DIR1_0600,06:56:00,06:56:00,ST_100180,29
TRIP_R_01_DIR1_0600,06:58:00,06:58:00,ST_1001325,30
TRIP_R_01_DIR1_0600,07:00:00,07:00:00,ST_1001324,31
TRIP_R_01_DIR1_0600,07:02:00,07:02:00,ST_100412,32
TRIP_R_01_DIR1_0600,07:04:00,07:04:00,ST_1002685,33
TRIP_R_01_DIR1_0600,07:06:00,07:06:00,ST_1002792,34
TRIP_R_01_DIR1_0600,07:08:00,07:08:00,ST_1002686,35
TRIP_R_01_DIR1_0600,07:10:00,07:10:00,ST_1001277,36
TRIP_R_01_DIR1_0600,07:12:00,07:12:00,ST_1001629,37
TRIP_R_01_DIR1_0610,06:10:00,06:10:00,ST_1001699,1
TRIP_R_01_DIR1_0610,06:12:00,06:12:00,ST_1001138,2
TRIP_R_01_DIR1_0610,06:14:00,06:14:00,ST_100927,3
TRIP_R_01_DIR1_0610,06:16:00,06:16:00,ST_100926,4
TRIP_R_01_DIR1_0610,06:18:00,06:18:00,ST_1001980,5
TRIP_R_01_DIR1_0610,06:20:00,06:20:00,ST_100925,6
TRIP_R_01_DIR1_0610,06:22:00,06:22:00,ST_100924,7
TRIP_R_01_DIR1_0610,06:24:00,06:24:00,ST_100923,8
TRIP_R_01_DIR1_0610,06:26:00,06:26:00,ST_1001430,9
TRIP_R_01_DIR1_0610,06:28:00,06:28:00,ST_1001432,10
TRIP_R_01_DIR1_0610,06:30:00,06:30:00,ST_1001301,11
TRIP_R_01_DIR1_0610,06:32:00,06:32:00,ST_1001300,12
TRIP_R_01_DIR1_0610,06:34:00,06:34:00,ST_1001299,13
TRIP_R_01_DIR1_0610,06:36:00,06:36:00,ST_1001298,14
TRIP_R_01_DIR1_0610,06:38:00,06:38:00,ST_100806,15
TRIP_R_01_DIR1_0610,06:40:00,06:40:00,ST_100805,16
TRIP_R_01_DIR1_0610,06:42:00,06:42:00,ST_100804,17
TRIP_R_01_DIR1_0610,06:44:00,06:44:00,ST_100803,18
TRIP_R_01_DIR1_0610,06:46:00,06:46:00,ST_100802,19
TRIP_R_01_DIR1_0610,06:48:00,06:48:00,ST_1001431,20
TRIP_R_01_DIR1_0610,06:50:00,06:50:00,ST_1001167,21
TRIP_R_01_DIR1_0610,06:52:00,06:52:00,ST_1001166,22
TRIP_R_01_DIR1_0610,06:54:00,06:54:00,ST_100788,23
TRIP_R_01_DIR1_0610,06:56:00,06:56:00,ST_1001248,24
TRIP_R_01_DIR1_0610,06:58:00,06:58:00,ST_1001247,25
TRIP_R_01_DIR1_0610,07:00:00,07:00:00,ST_1001246,26
TRIP_R_01_DIR1_0610,07:02:00,07:02:00,ST_100124,27
TRIP_R_01_DIR1_0610,07:04:00,07:04:00,ST_1001296,28
TRIP_R_01_DIR1_0610,07:06:00,07:06:00,ST_100180,29
TRIP_R_01_DIR1_0610,07:08:00,07:08:00,ST_1001325,30
TRIP_R_01_DIR1_0610,07:10:00,07:10:00,ST_1001324,31
TRIP_R_01_DIR1_0610,07:12:00,07:12:00,ST_100412,32
TRIP_R_01_DIR1_0610,07:14:00,07:14:00,ST_1002685,33
TRIP_R_01_DIR1_0610,07:16:00,07:16:00,ST_1002792,34
TRIP_R_01_DIR1_0610,07:18:00,07:18:00,ST_1002686,35
TRIP_R_01_DIR1_0610,07:20:00,07:20:00,ST_1001277,36
TRIP_R_01_DIR1_0610,07:22:00,07:22:00,ST_1001629,37
TRIP_R_01_DIR1_0620,06:20:00,06:20:00,ST_1001699,1
TRIP_R_01_DIR1_0620,06:22:00,06:22:00,ST_1001138,2
TRIP_R_01_DIR1_0620,06:24:00,06:24:00,ST_100927,3
TRIP_R_01_DIR1_0620,06:26:00,06:26:00,ST_100926,4
TRIP_R_01_DIR1_0620,06:28:00,06:28:00,ST_1001980,5
TRIP_R_01_DIR1_0620,06:30:00,06:30:00,ST_100925,6
TRIP_R_01_DIR1_0620,06:32:00,06:32:00,ST_100924,7
TRIP_R_01_DIR1_0620,06:34:00,06:34:00,ST_100923,8
TRIP_R_01_DIR1_0620,06:36:00,06:36:00,ST_1001430,9
TRIP_R_01_DIR1_0620,06:38:00,06:38:00,ST_1001432,10
TRIP_R_01_DIR1_0620,06:40:00,06:40:00,ST_1001301,11
TRIP_R_01_DIR1_0620,06:42:00,06:42:00,ST_1001300,12
TRIP_R_01_DIR1_0620,06:44:00,06:44:00,ST_1001299,13
TRIP_R_01_DIR1_0620,06:46:00,06:46:00,ST_1001298,14
TRIP_R_01_DIR1_0620,06:48:00,06:48:00,ST_100806,15
TRIP_R_01_DIR1_0620,06:50:00,06:50:00,ST_100805,16
TRIP_R_01_DIR1_0620,06:52:00,06:52:00,ST_100804,17
TRIP_R_01_DIR1_0620,06:54:00,06:54:00,ST_100803,18
TRIP_R_01_DIR1_0620,06:56:00,06:56:00,ST_100802,19
TRIP_R_01_DIR1_0620,06:58:00,06:58:00,ST_1001431,20
TRIP_R_01_DIR1_0620,07:00:00,07:00:00,ST_1001167,21
TRIP_R_01_DIR1_0620,07:02:00,07:02:00,ST_1001166,22
TRIP_R_01_DIR1_0620,07:04:00,07:04:00,ST_100788,23
TRIP_R_01_DIR1_0620,07:06:00,07:06:00,ST_1001248,24
TRIP_R_01_DIR1_0620,07:08:00,07:08:00,ST_1001247,25
TRIP_R_01_DIR1_0620,07:10:00,07:10:00,ST_1001246,26
TRIP_R_01_DIR1_0620,07:12:00,07:12:00,ST_100124,27
TRIP_R_01_DIR1_0620,07:14:00,07:14:00,ST_1001296,28
TRIP_R_01_DIR1_0620,07:16:00,07:16:00,ST_100180,29
TRIP_R_01_DIR1_0620,07:18:00,07:18:00,ST_1001325,30
TRIP_R_01_DIR1_0620,07:20:00,07:20:00,ST_1001324,31
TRIP_R_01_DIR1_0620,07:22:00,07:22:00,ST_100412,32
TRIP_R_01_DIR1_0620,07:24:00,07:24:00,ST_1002685,33
TRIP_R_01_DIR1_0620,07:26:00,07:26:00,ST_1002792,34
TRIP_R_01_DIR1_0620,07:28:00,07:28:00,ST_1002686,35
TRIP_R_01_DIR1_0620,07:30:00,07:30:00,ST_1001277,36
TRIP_R_01_DIR1_0620,07:32:00,07:32:00,ST_1001629,37
TRIP_R_01_DIR1_0630,06:30:00,06:30:00,ST_1001699,1
TRIP_R_01_DIR1_0630,06:32:00,06:32:00,ST_1001138,2
TRIP_R_01_DIR1_0630,06:34:00,06:34:00,ST_100927,3
TRIP_R_01_DIR1_0630,06:36:00,06:36:00,ST_100926,4
TRIP_R_01_DIR1_0630,06:38:00,06:38:00,ST_1001980,5
TRIP_R_01_DIR1_0630,06:40:00,06:40:00,ST_100925,6
TRIP_R_01_DIR1_0630,06:42:00,06:42:00,ST_100924,7
TRIP_R_01_DIR1_0630,06:44:00,06:44:00,ST_100923,8
TRIP_R_01_DIR1_0630,06:46:00,06:46:00,ST_1001430,9
TRIP_R_01_DIR1_0630,06:48:00,06:48:00,ST_1001432,10
TRIP_R_01_DIR1_0630,06:50:00,06:50:00,ST_1001301,11
TRIP_R_01_DIR1_0630,06:52:00,06:52:00,ST_1001300,12
TRIP_R_01_DIR1_0630,06:54:00,06:54:00,ST_1001299,13
TRIP_R_01_DIR1_0630,06:56:00,06:56:00,ST_1001298,14
TRIP_R_01_DIR1_0630,06:58:00,06:58:00,ST_100806,15
TRIP_R_01_DIR1_0630,07:00:00,07:00:00,ST_100805,16
TRIP_R_01_DIR1_0630,07:02:00,07:02:00,ST_100804,17
TRIP_R_01_DIR1_0630,07:04:00,07:04:00,ST_100803,18
TRIP_R_01_DIR1_0630,07:06:00,07:06:00,ST_100802,19
TRIP_R_01_DIR1_0630,07:08:00,07:08:00,ST_1001431,20
TRIP_R_01_DIR1_0630,07:10:00,07:10:00,ST_1001167,21
TRIP_R_01_DIR1_0630,07:12:00,07:12:00,ST_1001166,22
TRIP_R_01_DIR1_0630,07:14:00,07:14:00,ST_100788,23
TRIP_R_01_DIR1_0630,07:16:00,07:16:00,ST_1001248,24
TRIP_R_01_DIR1_0630,07:18:00,07:18:00,ST_1001247,25
TRIP_R_01_DIR1_0630,07:20:00,07:20:00,ST_1001246,26
TRIP_R_01_DIR1_0630,07:22:00,07:22:00,ST_100124,27
TRIP_R_01_DIR1_0630,07:24:00,07:24:00,ST_1001296,28
TRIP_R_01_DIR1_0630,07:26:00,07:26:00,ST_100180,29
TRIP_R_01_DIR1_0630,07:28:00,07:28:00,ST_1001325,30
TRIP_R_01_DIR1_0630,07:30:00,07:30:00,ST_1001324,31
